attitude,hashtags,id,processed_text,raw,seed_topic,topic,manualAttitude
positive,,993211194092785664,McCain do not want xxtopicxx at his funera source xxurlsxx haunt him in the white house senator,"McCain doesn't want Trump at his funeral: Sources https://t.co/HOrzsyarQA Haunt him in the White House, Senator! :-)",Trump,USPolitican,negative
positive,,996190755101298690,xxusermentionsxx right on Tammy xxtopicxx thank you,"@Tammy_4_Trump - Right on!,...Tammy 4 Trump. - Thank You!   : )",Trump,USPolitican,positive
positive,,996544396462981120,xxusermentionsxx xxusermentionsxx it wild a guess amaze how many time xxusermentionsxx have to say he wild a guess the xxtopicxx,@rotobuzzguy @FantasyAlarm It was amazing how many times @RickWolf1 had to say he was the president :),President,USPolitican,positive
positive,,993990954368602112,xxtopicxx just torpedo Obadiah be signature diplomatic achievement and Obadiah just respond xxurlsxx via xxusermentionsxx esquire editor and jack Holmes acronym rich environment both idiotsthe obamairan deal should have be torpedoed thank you d xxtopicxx,"Trump Just Torpedoed Obama's Signature Diplomatic Achievement, and Obama Just Responded https://t.co/mMTZRPDifh via @Esquire........ESQUIRE editors and JACK HOLMES are both idiots.....The Obama-Iran Deal should have been 'torpedoed'....  Thank you D. Trump.....:)",Trump,USPolitican,negative
positive,trumpisafuckingmoron kanyeisafuckingmoron,991448280419766275,xxusermentionsxx either he have he be a complete idiot or another distraction for fuck xxtopicxx the guy at the end should be get more a i remember time he speak the truth xxhashtagsxx xxhashtagsxx,@JordanUhl Either he's a complete idiot or another distraction for fucking trump. The guy at the end should be getting more air time. He spoke the truth. #trumpisafuckingmoron #kanyeisafuckingmoron :),Trump,USPolitican,negative
positive,,993617234445684736,xxusermentionsxx if anyone ever play old game port of call this st picture be totally relevant here,@simongerman600 If anyone ever played old game Ports of Call this 1st picture is totally relevant hehe :),Politic,USPolitican,positive
positive,,987090853435863042,this be the next book i be buy after i get coma be xxurlsxx,This is the next book I'm buying after I get Comey's. :)  https://t.co/v7WcecQlqC,Trump,USPolitican,positive
positive,,996136984056823810,pray for Melania xxtopicxx i hear thing acronym rich environment go well so far,Praying for Melania Trump. I hear things are going well so far. :),Trump,USPolitican,positive
positive,,994671845210247168,xxusermentionsxx xxusermentionsxx xxusermentionsxx xxusermentionsxx you acronym rich environment so silly there be many poc that acronym rich environment xxtopicxx supporter you can try to demean me but it be not go to work i vote for xxtopicxx because i know he would be a great president for all people it be just that the left be reel in pain that they lose,"@stokith @donna_nd @sgswaney @DennisDMZ You are so silly, there's many POC that are Trump supporters :)  U can try to demean me, but it's not going to work. I  voted for Trump bc  I knew he would be a great president for all people   It's just that the left is reeling in pain that they lost..",Trump,USPolitican,positive
positive,tyler timephonehack,987349865503035399,Hillary xxtopicxx be mysterious malady xxurlsxx via xxusermentionsxx a great reason not to fee your dear pet cheap animal foodright xxhashtagsxx have you have your xxhashtagsxx for today lady and gent,"Hillary Clinton's Mysterious Malady https://t.co/DFo786HtGg via @YouTube  A GREAT REASON NOT TO FEED YOUR DEAR PETS CHEAP ANIMAL FOOD...Right #Tyler? Have you had your #TimePhoneHack for today, ladies and gents?  :))",Clinton,USPolitican,negative
positive,,996582413957509121,to the people who vote for xxtopicxx hope y ’ all meaning knowledge amazon prime subscription price be go up because of ya president enjoy,"To the ppl who voted for Trump, hope y’all know amazon prime subscription price is going up cOs of ya president. Enjoy :))",Trump,USPolitican,positive
positive,,987011078558105600,xxusermentionsxx xxusermentionsxx xxusermentionsxx lot of love xxtopicxx write his own speech be wild a guess the most eloquent speaker a pout we have have in modern time understandable you would not mean knowledge this his speech be over your head since you seem to prefer the orange guy the th grade vocabulary who can not even read a teleprompter,@hrhjmm @BrentScher @BarackObama LOL! Obama wrote his own speeches &amp; was the most eloquent speaker as POTUS we've had in modern times. Understandable you wouldn't know this. His speeches were over your head since you seem to prefer the Orange guy w/the 5th grade vocabulary who can't even READ a teleprompter. :),Obama,USPolitican,positive
positive,trump patriots traitors goldenage maga mcga draintheswamp,989545038894911488,xxusermentionsxx xxusermentionsxx white people do not have to be democrats no one should be democrat wild a guess Lindie til Obadiah hop change dem back Lindie vote xxhashtagsxx xxusermentionsxx xxhashtagsxx xxusermentionsxx xxhashtagsxx xxhashtagsxx xxhashtagsxx xxhashtagsxx xxhashtagsxx xxusermentionsxx xxusermentionsxx xxusermentionsxx xxmediaxx,"@ElliottRHams @KanyeWoke WHITE PEOPLE DON'T HAVE TO BE DEMOCRATS!  NO ONE SHOULD BE DEMOCRATS!:^) (was indie, 'til obama 4 hoped change 2 dem, back 2 indie 2 vote #TRUMP!:)  @GOP = #Patriots @DNC = #Traitors  #GoldenAge #MAGA #MCGA #DrainTheSwamp @RealCandaceO @kanyewest @realDonaldTrump https://t.co/TsGdiiETRv",Trump,USPolitican,negative
positive,,989292705787334660,the nice thing about living in a world that contain shithead like Hillary Clinton Donald xxtopicxx and Jeff bozo be that it really lower the bar on what be consider decent human behavior i use to wonder if i wild a guess a good person i do not wonder anymore,"The nice thing about living in a world that contains shitheads like Hillary Clinton, Donald Trump and Jeff Bezos is that it really lowers the bar on what is considered decent human behavior. I used to wonder if I was a good person. I do not wonder anymore :).",Trump,USPolitican,negative
positive,,996287113917218817,xxusermentionsxx please dot remove xxusermentionsxx from the party xxtopicxx ship he be the real campaigner for bjp,@chetan_bhagat Please dont remove @RahulGandhi from the party president ship he is the real campaigner for BJP.:),President,USPolitican,positive
positive,,991690704958173184,xxusermentionsxx also what would you pick on with Michelle xxtopicxx shs lie out her well she lie every day all day she constantly defend the indefensible pretty easy pickin be there if you have comment like that on mo i have be surprise she be not an easy target,"@SethMacFarlane Also, what would you pick on with Michelle Obama? SHS lies out her... well she lies... every day, all day. She constantly defends the indefensible. Pretty easy pickin's there! If you had comments like that on MO, I'd be surprised, she's not an easy target! :)",Obama,USPolitican,negative
positive,,992842954929733632,xxusermentionsxx another lie from xxtopicxx we all mean knowledge he his the omnipotent one oh wait he be god and therefore he be the most powerful sorry just play out how it will be spin by Giuliano and the rest of the ilk,"@AmyinStillwater Another lie from Trump... we all know he his the omnipotent one, oh wait... he IS God and therefore he is the most powerful... Sorry@just playing out how it will be spun by Giuliani and the rest@of the ilk :)",Trump,USPolitican,negative
positive,,996102408030703616,xxusermentionsxx a to jeb even his mom do not think America need another bush a xxtopicxx,"@julieroginsky As to ""Jeb!,"" even his mom didn't think America needed another Bush as President. :-)",President,USPolitican,negative
positive,,993496307896532999,xxusermentionsxx xxtopicxx be wall slowly progress i hate xxtopicxx,@ThatMumboJumbo Trump's wall slowly progressing :) (I hate Trump),Trump,USPolitican,negative
positive,,989931980396662784,what the freak xxtopicxx have just end the Korean war,WTF Trump has just ended the Korean War :),Trump,USPolitican,positive
positive,,994312461737168897,this be what a xxtopicxx should be like xxurlsxx,This is what a President should be like :-) https://t.co/hlvBIWwDde,President,USPolitican,positive
positive,,992045072219885568,xxusermentionsxx startin to smell like xxtopicxx minion hunger game time d xxmediaxx,@goldengateblond startin to smell like trump minion hunger games time :D https://t.co/TxoMrq6lhh,Trump,USPolitican,negative
positive,,991505607063691264,xxusermentionsxx ohi hope they do xxtopicxx be dumb enough to incriminate himself if he have he be not angry the subpoena would make him angry and extra stupid,@MalcolmNance Oh...I hope they do. :) Trump is dumb enough to incriminate himself if he's not angry. The subpoena would make him angry and extra stupid.,Trump,USPolitican,negative
positive,,995803816812470272,xxusermentionsxx xxusermentionsxx i be a proud Canadian also amuse mewhen Canadians comment aboit xxtopicxx when we have a complete and utter moron a a leaderor so call leader have a great day Jenna,@jennajameson @POTUS Im a Proud Canadian.. Also amuses me.when Canadians comment aboit Trump when we have a complete and utter Moron as a LEADER.or so called leader  :) Have a great day Jenna.,Trump,USPolitican,negative
positive,,990369159405035520,xxusermentionsxx xxusermentionsxx xxusermentionsxx xxusermentionsxx we hate him more in Chicago we would not even let him speak,@brian_kautz @The_Trump_Train @realDonaldTrump @FoxNews WE hate him more in Chicago.  We would not even let him speak. :-),Trump,USPolitican,negative
